Lake,Experiment,Treatment,Enclosure,community,ID,mean_J,mean_s,mean_ENS_D,final_stab,initial_stab,rate_change_ort,rate_change_oti,total_impact,mean_biomass,initial_zoop_body_size,mean_TP,mean_TN,mean_DOC,mean_PAR,mean_Temp,mean_Chla,mean_TN_TP_ratio,mean_DN_TP_ratio
Bolmen,Summer,S,12,bact,Bolmen_Summer_S_12_bact,0.762521070726494,50.291666666666664,10.069850828402796,-0.0408535149060673,-0.0552894484947563,-0.0484662535923852,-0.0539988635600532,4.6231334427201,NA,NA,12.736666666666666,0.30265000000000003,8.123,112.16666666666667,17.03333333333333,2.98566,0.023864356463613734,0.009645362530542281
Bolmen,Summer,S,12,phyto,Bolmen_Summer_S_12_phyto,0.8497624118257513,37.166666666666664,12.925882751045185,-1.43181294093312,-0.119946001484894,0.936545678249782,-0.341545660518979,12.7026174578342,27191909.51410335,NA,12.736666666666666,0.30265000000000003,8.123,112.16666666666667,17.03333333333333,2.98566,0.023864356463613734,0.009645362530542281
Bolmen,Summer,S,12,zoopl,Bolmen_Summer_S_12_zoopl,0.6752121139673506,9.333333333333334,4.049748061953315,-0.907867914135893,-0.826183550998911,-0.186664364389152,-0.0882304247679382,17.3053976357121,18.664815880116024,0.512670900319425,12.736666666666666,0.30265000000000003,8.123,112.16666666666667,17.03333333333333,2.98566,0.023864356463613734,0.009645362530542281
Bolmen,Summer,S,14,bact,Bolmen_Summer_S_14_bact,0.7894732474444477,54.583333333333336,12.326270226374575,-0.137871704517602,-0.314598705368492,-0.0580624684369994,-0.221414824541838,4.55821102773701,NA,NA,12.243333333333334,0.31138333333333335,8.295,81.83333333333333,17.02166666666667,2.62737,0.02546758832052243,0.010546094817617997
Bolmen,Summer,S,14,phyto,Bolmen_Summer_S_14_phyto,0.8207502878755168,40,14.22855794267201,-0.539889797948965,-0.0178436295333969,0.24243331831005,-0.0206402866362579,6.94218555632879,11639224.061367717,NA,12.243333333333334,0.31138333333333335,8.295,81.83333333333333,17.02166666666667,2.62737,0.02546758832052243,0.010546094817617997
Bolmen,Summer,S,14,zoopl,Bolmen_Summer_S_14_zoopl,0.7516738930826549,10.666666666666666,5.264532926833647,-0.646820049956179,-0.205372647826249,-0.694815397021317,-0.124808963044211,13.618547854993,33.59202459480395,0.610532887987733,12.243333333333334,0.31138333333333335,8.295,81.83333333333333,17.02166666666667,2.62737,0.02546758832052243,0.010546094817617997
Bolmen,Summer,S,3,bact,Bolmen_Summer_S_3_bact,0.7585055532401539,56.583333333333336,15.51778106297156,-0.178332800538175,-0.237772861330169,-0.0254825141912229,-0.0510594905441624,3.46077648000011,NA,NA,12.653333333333332,0.3086,8.6595,69.16666666666667,16.983333333333334,2.508045,0.024370524968168404,0.01020400306524595
Bolmen,Summer,S,3,phyto,Bolmen_Summer_S_3_phyto,0.839176902538715,40.833333333333336,15.840438495540468,-0.67951061567638,-0.189015403751579,0.348404305823264,-0.0133615984892788,9.08897383198182,5090186.208985099,NA,12.653333333333332,0.3086,8.6595,69.16666666666667,16.983333333333334,2.508045,0.024370524968168404,0.01020400306524595
Bolmen,Summer,S,3,zoopl,Bolmen_Summer_S_3_zoopl,0.6146882270777978,9,3.1871011800245768,-0.423630574371406,-1.25533361613888,0.807090181517573,-0.210456590571624,17.5771642952498,21.277317340345398,0.774799883493498,12.653333333333332,0.3086,8.6595,69.16666666666667,16.983333333333334,2.508045,0.024370524968168404,0.01020400306524595
Bolmen,Summer,S,5,bact,Bolmen_Summer_S_5_bact,0.7386979676823618,50.333333333333336,10.667904367398307,-0.0610186980674068,-0.0485925552368653,-0.0509655654244185,-0.0882420052657811,2.02770232147146,NA,NA,14.95,0.30361666666666665,8.531,88.83333333333333,17.1,3.2511,0.020746357259482543,0.009655404842996072
Bolmen,Summer,S,5,phyto,Bolmen_Summer_S_5_phyto,0.8089656142674957,39,13.057560650750041,-0.499346779983885,-0.604193925578513,-0.0770960388189575,-0.0156833834375506,10.0381364587149,10090430.308224918,NA,14.95,0.30361666666666665,8.531,88.83333333333333,17.1,3.2511,0.020746357259482543,0.009655404842996072
Bolmen,Summer,S,5,zoopl,Bolmen_Summer_S_5_zoopl,0.6274948441610049,11.166666666666666,3.9353375682742966,-0.457604061108109,-0.314213701346522,-0.0515228081793393,-0.051085027320934,13.6101102968156,43.210113578976575,0.650950050615241,14.95,0.30361666666666665,8.531,88.83333333333333,17.1,3.2511,0.020746357259482543,0.009655404842996072
Erken,Spring,C,1,bact,Erken_Spring_C_1_bact,0.6979701157543151,29.45,7.1649226623525095,NA,NA,NA,NA,NA,NA,NA,14.945,0.5423666666666667,12.809999999999999,615,16.408333333333335,0.91320375,0.0366491312247869,0.041041368290545305
Erken,Spring,C,1,phyto,Erken_Spring_C_1_phyto,0.7490212426948402,16.4,4.963504124170564,NA,NA,NA,NA,NA,16130906.50245966,NA,14.945,0.5423666666666667,12.809999999999999,615,16.408333333333335,0.91320375,0.0366491312247869,0.041041368290545305
Erken,Spring,C,1,zoopl,Erken_Spring_C_1_zoopl,0.6085112445879401,9.166666666666666,3.2137814329515164,NA,NA,NA,NA,NA,27.63317058621779,0.567248732913431,14.945,0.5423666666666667,12.809999999999999,615,16.408333333333335,0.91320375,0.0366491312247869,0.041041368290545305
Erken,Spring,C,10,bact,Erken_Spring_C_10_bact,0.6704071540575613,28.8,7.543741073260303,NA,NA,NA,NA,NA,NA,NA,20.535,0.51895,11.965,689.1666666666666,16.618333333333332,0.9939487499999999,0.02615215866488429,0.03066797070186769
Erken,Spring,C,10,phyto,Erken_Spring_C_10_phyto,0.6673814678496925,18.2,4.7900381960739224,NA,NA,NA,NA,NA,32165067.53836192,NA,20.535,0.51895,11.965,689.1666666666666,16.618333333333332,0.9939487499999999,0.02615215866488429,0.03066797070186769
Erken,Spring,C,10,zoopl,Erken_Spring_C_10_zoopl,0.6106795729104185,8.666666666666666,3.34429131619709,NA,NA,NA,NA,NA,15.089118212650984,0.424604875998424,20.535,0.51895,11.965,689.1666666666666,16.618333333333332,0.9939487499999999,0.02615215866488429,0.03066797070186769
Erken,Spring,C,16,bact,Erken_Spring_C_16_bact,0.6470198864711388,25.15,5.619796002687574,NA,NA,NA,NA,NA,NA,NA,14.983333333333333,0.47951666666666665,12.105,671.1666666666666,16.586666666666666,0.6759675,0.03352729789486228,0.0328507756069247
Erken,Spring,C,16,phyto,Erken_Spring_C_16_phyto,0.770483188724463,12.2,5.3180963557579375,NA,NA,NA,NA,NA,12146621.112339292,NA,14.983333333333333,0.47951666666666665,12.105,671.1666666666666,16.586666666666666,0.6759675,0.03352729789486228,0.0328507756069247
Erken,Spring,C,16,zoopl,Erken_Spring_C_16_zoopl,0.49231719965629434,8.166666666666666,2.4784994191140384,NA,NA,NA,NA,NA,18.004733792007116,0.423644354501597,14.983333333333333,0.47951666666666665,12.105,671.1666666666666,16.586666666666666,0.6759675,0.03352729789486228,0.0328507756069247
Erken,Spring,C,7,bact,Erken_Spring_C_7_bact,0.6927767896416216,26.11111111111111,6.569881770636503,NA,NA,NA,NA,NA,NA,NA,12.891666666666667,0.47925,12.425,661.1666666666666,16.58,0.461025535715,0.03760005689977033,0.039100364434493294
Erken,Spring,C,7,phyto,Erken_Spring_C_7_phyto,0.7028747132861862,10.75,3.8725948621965522,NA,NA,NA,NA,NA,5036891.782650207,NA,12.891666666666667,0.47925,12.425,661.1666666666666,16.58,0.461025535715,0.03760005689977033,0.039100364434493294
Erken,Spring,C,7,zoopl,Erken_Spring_C_7_zoopl,0.6381572846825914,8.166666666666666,3.226651689127302,NA,NA,NA,NA,NA,18.015299125570852,0.604967425721739,12.891666666666667,0.47925,12.425,661.1666666666666,16.58,0.461025535715,0.03760005689977033,0.039100364434493294
Erken,Spring,F,11,bact,Erken_Spring_F_11_bact,0.7067854090895883,30.9,7.6648906072620475,-0.04764625535845,-0.0378402071291631,0.00834860530565419,-0.00839103949776954,0.836252533205302,NA,NA,14.201666666666666,0.5202,12.24,705.8333333333334,16.543333333333333,1.087605,0.03682163249229112,0.0377676257326411
Erken,Spring,F,11,phyto,Erken_Spring_F_11_phyto,0.744063835000581,17.4,5.482342148067372,-0.455984266602885,-0.663036059756559,0.29934868156644,-0.0422580397388772,13.8145175045168,30216260.47017291,NA,14.201666666666666,0.5202,12.24,705.8333333333334,16.543333333333333,1.087605,0.03682163249229112,0.0377676257326411
Erken,Spring,F,11,zoopl,Erken_Spring_F_11_zoopl,0.635296787110748,8.833333333333334,3.54087890931194,-1.3134441938858,-1.08934012503316,-0.150147816405816,-0.276634165985394,18.8163092518912,9.383128239513503,0.336058182992969,14.201666666666666,0.5202,12.24,705.8333333333334,16.543333333333333,1.087605,0.03682163249229112,0.0377676257326411
Erken,Spring,F,13,bact,Erken_Spring_F_13_bact,0.6550052051604506,26.45,6.51378825646584,-0.0859488097727167,-0.0136688137180743,-0.0791277124200082,-0.00118372050081294,2.37345291964413,NA,NA,15.504999999999999,0.5094,12.295,645.6666666666666,16.46333333333333,1.3417124999999999,0.03341473763129917,0.03236019393232148
Erken,Spring,F,13,phyto,Erken_Spring_F_13_phyto,0.7522906650057054,19,6.111646857550834,-0.526435873621857,-0.760724597546863,0.275317081022617,-0.114370544966269,13.5457713530013,29142516.639228497,NA,15.504999999999999,0.5094,12.295,645.6666666666666,16.46333333333333,1.3417124999999999,0.03341473763129917,0.03236019393232148
Erken,Spring,F,13,zoopl,Erken_Spring_F_13_zoopl,0.5179231560074377,7.5,2.3361197758794114,-1.63313337669845,-1.70849380188085,-0.0290299030575446,-0.319084399919335,24.7428460973778,8.999147197905394,0.607672715104861,15.504999999999999,0.5094,12.295,645.6666666666666,16.46333333333333,1.3417124999999999,0.03341473763129917,0.03236019393232148
Erken,Spring,F,2,bact,Erken_Spring_F_2_bact,0.6500523777264781,29.5,7.591768917409033,-0.212993693167633,-0.0475963820745278,-0.159798057868491,-0.0632478672753044,2.92654627843515,NA,NA,15.036666666666667,0.5403666666666667,12.515,608.8333333333334,16.438333333333333,0.96655875,0.03610597279485751,0.03631903418487628
Erken,Spring,F,2,phyto,Erken_Spring_F_2_phyto,0.7588249878573946,18.8,5.739579712140808,-0.0431827420602888,-0.229400010532921,-0.0557797536168806,-0.0684274239258477,9.04773480497807,19229794.648690663,NA,15.036666666666667,0.5403666666666667,12.515,608.8333333333334,16.438333333333333,0.96655875,0.03610597279485751,0.03631903418487628
Erken,Spring,F,2,zoopl,Erken_Spring_F_2_zoopl,0.490416233375417,8.166666666666666,2.35563982406052,-0.2671147007446,-0.717791425499384,0.243051852924584,-0.427501259281294,18.6738116257543,12.322414007779503,0.58299713201241,15.036666666666667,0.5403666666666667,12.515,608.8333333333334,16.438333333333333,0.96655875,0.03610597279485751,0.03631903418487628
Erken,Spring,F,8,bact,Erken_Spring_F_8_bact,0.663415596051837,35.166666666666664,8.09836321384667,-0.187460391162468,-0.0684907113219417,-0.107996105767482,-0.00234990135642232,4.52821574910165,NA,NA,12.618333333333334,0.49079999999999996,12.31,670.1666666666666,16.525,0.64678875,0.03924211958400408,0.03755868870676483
Erken,Spring,F,8,phyto,Erken_Spring_F_8_phyto,0.584347130739366,26,5.735297017834113,-0.207143011426038,-0.362732781055537,0.0726136032041463,-0.0714265641325669,8.65968627725766,15168506.109183414,NA,12.618333333333334,0.49079999999999996,12.31,670.1666666666666,16.525,0.64678875,0.03924211958400408,0.03755868870676483
Erken,Spring,F,8,zoopl,Erken_Spring_F_8_zoopl,0.6336989959644523,8.666666666666666,3.3681460757958765,-0.463338747834821,-1.08709923268844,0.980508725856908,-0.236945545889345,11.3535327988073,18.210327696705583,0.911403924312839,12.618333333333334,0.49079999999999996,12.31,670.1666666666666,16.525,0.64678875,0.03924211958400408,0.03755868870676483
Erken,Spring,FS,15,bact,Erken_Spring_FS_15_bact,0.679109080197158,31.714285714285715,7.53038518821686,-0.141704609420331,-0.200930334565258,0.153430191763674,-0.0556255475019432,6.61552408021523,NA,NA,14.053333333333333,0.4900333333333333,11.89,467.8333333333333,16.663333333333334,1.624095,0.03532365968004692,0.03341069832492348
Erken,Spring,FS,15,phyto,Erken_Spring_FS_15_phyto,0.7328423405784062,21.4,6.123523812081044,-1.29175438545773,-0.80024213236192,-0.382428324304388,-0.453132660592056,25.6567125266887,8634005.36591784,NA,14.053333333333333,0.4900333333333333,11.89,467.8333333333333,16.663333333333334,1.624095,0.03532365968004692,0.03341069832492348
Erken,Spring,FS,15,zoopl,Erken_Spring_FS_15_zoopl,0.5690636271747207,7.833333333333333,2.80773991320446,-0.486397487725684,-1.64768937338313,1.02137338543738,-0.231101346227441,23.5408343743216,7.50578956243528,0.536857706944626,14.053333333333333,0.4900333333333333,11.89,467.8333333333333,16.663333333333334,1.624095,0.03532365968004692,0.03341069832492348
Erken,Spring,FS,4,bact,Erken_Spring_FS_4_bact,0.6636703672813471,33.45,8.250017718923699,-0.301797988611551,-0.0597229980686315,-0.188652225212815,-0.0573893236699984,4.1342909289307,NA,NA,14.963333333333333,0.5185166666666666,12.030000000000001,459.8333333333333,16.601666666666667,1.23892875,0.03507986901030352,0.030264764842481015
Erken,Spring,FS,4,phyto,Erken_Spring_FS_4_phyto,0.7236673553752516,20,5.850819959633418,-0.386391897189802,-0.794087357561088,0.941980979188296,-0.0631844771446455,14.6297287350375,9225399.54008401,NA,14.963333333333333,0.5185166666666666,12.030000000000001,459.8333333333333,16.601666666666667,1.23892875,0.03507986901030352,0.030264764842481015
Erken,Spring,FS,4,zoopl,Erken_Spring_FS_4_zoopl,0.5438433133840074,7.333333333333333,2.54847294765352,-1.58357746674254,-1.21544483961293,-0.523168724548737,-0.77732157183231,25.4055589587588,11.423737615083045,0.486238115005923,14.963333333333333,0.5185166666666666,12.030000000000001,459.8333333333333,16.601666666666667,1.23892875,0.03507986901030352,0.030264764842481015
Erken,Spring,FS,6,bact,Erken_Spring_FS_6_bact,0.6635101670099359,25.25,6.106292427591907,-0.166690361280358,-0.0136688137180743,-0.118633936769339,-0.0851775807783754,4.75284980987889,NA,NA,14.535,0.49045,12.14,384.6666666666667,16.638333333333332,0.812925,0.033875189073105015,0.03299485929924526
Erken,Spring,FS,6,phyto,Erken_Spring_FS_6_phyto,0.666792147816725,17.2,4.893550765866474,-0.0736827861284332,-0.38373441249142,0.260546062214769,-0.149815715386202,9.01781047648335,14515140.490940815,NA,14.535,0.49045,12.14,384.6666666666667,16.638333333333332,0.812925,0.033875189073105015,0.03299485929924526
Erken,Spring,FS,6,zoopl,Erken_Spring_FS_6_zoopl,0.5972042814343536,7.333333333333333,2.905133214675917,-0.76627562464302,-1.21486261262684,0.242204506616929,-0.310778969696496,27.5518807957332,8.020950934619073,0.401603214817236,14.535,0.49045,12.14,384.6666666666667,16.638333333333332,0.812925,0.033875189073105015,0.03299485929924526
Erken,Spring,FS,9,bact,Erken_Spring_FS_9_bact,0.7003563016051461,25,7.331768552354137,-0.194689338305619,-0.172492399244725,-0.171305998747406,-0.0179149316839134,4.75363038651097,NA,NA,16.248333333333335,0.5066166666666667,12.135,429.3333333333333,16.673333333333332,1.3569225,0.03232656778039513,0.031232600716870507
Erken,Spring,FS,9,phyto,Erken_Spring_FS_9_phyto,0.798440605895539,14.25,5.833372323872828,-0.0551928914287612,-0.849713627635431,0.719900232994633,-0.0191867490550668,12.6983871438311,14109815.985863766,NA,16.248333333333335,0.5066166666666667,12.135,429.3333333333333,16.673333333333332,1.3569225,0.03232656778039513,0.031232600716870507
Erken,Spring,FS,9,zoopl,Erken_Spring_FS_9_zoopl,0.5873051115368597,7.166666666666667,2.7813256378638966,-0.111497071888185,-1.25374993297791,1.02091174283341,-0.0726861961847994,12.3114598050984,11.513350233757901,0.463410299057223,16.248333333333335,0.5066166666666667,12.135,429.3333333333333,16.673333333333332,1.3569225,0.03232656778039513,0.031232600716870507
Erken,Spring,S,12,bact,Erken_Spring_S_12_bact,0.663418958073768,30.9,7.525374282864725,-0.361413698285906,-0.110282167866745,-0.351218495217754,-0.0547721068015935,4.80780793145034,NA,NA,13.473333333333333,0.5071,12.21,451,16.645,0.69503625,0.037924148066723486,0.03939265106258895
Erken,Spring,S,12,phyto,Erken_Spring_S_12_phyto,0.6973024876843044,20.4,6.371689548215142,-0.603296323760057,-0.0183153961028884,-0.453883809896691,-0.205521436656179,7.86565670530131,8222374.809997592,NA,13.473333333333333,0.5071,12.21,451,16.645,0.69503625,0.037924148066723486,0.03939265106258895
Erken,Spring,S,12,zoopl,Erken_Spring_S_12_zoopl,0.5609806886508917,8.333333333333334,2.82807159711769,-1.26339401252717,-0.471696695393636,-0.956888574506982,-0.114497922517313,18.7324869912516,16.216360944899996,0.363879984843755,13.473333333333333,0.5071,12.21,451,16.645,0.69503625,0.037924148066723486,0.03939265106258895
Erken,Spring,S,14,bact,Erken_Spring_S_14_bact,0.6827306014048051,29.333333333333332,7.557414073945761,-0.222894764150344,-0.0694601733464897,-0.183038618548128,-0.0467630692709465,5.15339532901772,NA,NA,14.698333333333332,0.46663333333333334,12.055,458.3333333333333,16.64,0.79243875,0.032253195328827,0.032680684662766496
Erken,Spring,S,14,phyto,Erken_Spring_S_14_phyto,0.7773365767558482,16.8,7.256414363864626,-0.207143011426038,-0.125632759865659,-0.0600223491320569,-0.110103131873133,4.80263151624061,25947638.941274468,NA,14.698333333333332,0.46663333333333334,12.055,458.3333333333333,16.64,0.79243875,0.032253195328827,0.032680684662766496
Erken,Spring,S,14,zoopl,Erken_Spring_S_14_zoopl,0.5567000757794147,9.166666666666666,3.21834672416745,-0.26088016263993,-0.337241752137523,0.0847147085020562,-0.0993433604210747,8.99161536905644,14.358151472276663,0.713414233587715,14.698333333333332,0.46663333333333334,12.055,458.3333333333333,16.64,0.79243875,0.032253195328827,0.032680684662766496
Erken,Spring,S,3,bact,Erken_Spring_S_3_bact,0.6297146981949767,24.1,6.069220693627613,-0.217931974808215,-0.200930334565258,-0.27816378681003,-0.0371304105487908,3.21062226356202,NA,NA,14.775,0.48915,12.025,515.8333333333334,16.556666666666665,0.59577375,0.0333576026391859,0.029342518286108454
Erken,Spring,S,3,phyto,Erken_Spring_S_3_phyto,0.683650330948862,8.8,3.223632998684228,-0.604944072210498,-1.13083034186262,0.0546241860371953,-0.170705104470646,10.6641593177784,3596301.706562459,NA,14.775,0.48915,12.025,515.8333333333334,16.556666666666665,0.59577375,0.0333576026391859,0.029342518286108454
Erken,Spring,S,3,zoopl,Erken_Spring_S_3_zoopl,0.5019745767582289,8.833333333333334,2.4720309498042052,-0.0956920435735856,-0.536151605943985,-0.418229290388379,-0.369036632008273,8.5193164500785,33.68631835004786,0.583726066821859,14.775,0.48915,12.025,515.8333333333334,16.556666666666665,0.59577375,0.0333576026391859,0.029342518286108454
Erken,Spring,S,5,bact,Erken_Spring_S_5_bact,0.6512898235769119,23.5,5.357325013620487,-0.225385425462796,-0.0607009932566083,-0.198238317791474,-0.0185813122073757,3.1964382324122,NA,NA,14.581666666666667,0.5098333333333334,11.96,428.8333333333333,16.566666666666666,0.58914,0.035395541967543354,0.031065526098967677
Erken,Spring,S,5,phyto,Erken_Spring_S_5_phyto,0.6353244913040064,12.4,3.507104746837962,-0.385067418049877,-0.517750056809249,-0.00441477012268794,-0.173016607508175,12.9306048752128,10286952.065441528,NA,14.581666666666667,0.5098333333333334,11.96,428.8333333333333,16.566666666666666,0.58914,0.035395541967543354,0.031065526098967677
Erken,Spring,S,5,zoopl,Erken_Spring_S_5_zoopl,0.6021188964690328,8.833333333333334,2.9793729678438385,-0.291747148696721,-0.0670725878130857,0.0278839756425684,-0.00596786855263404,10.6803217890129,29.04719177020644,0.439427266877295,14.581666666666667,0.5098333333333334,11.96,428.8333333333333,16.566666666666666,0.58914,0.035395541967543354,0.031065526098967677
Erken,Summer,C,1,bact,Erken_Summer_C_1_bact,0.7108984401955665,29.458333333333332,7.789750631888978,NA,NA,NA,NA,NA,NA,NA,17.096666666666668,0.5631333333333334,11.600000000000001,157.6,17.902,5.40381,0.03468761469312284,0.03323719855642329
Erken,Summer,C,1,phyto,Erken_Summer_C_1_phyto,0.7773376090488365,13.833333333333334,5.534055365650377,NA,NA,NA,NA,NA,18061916.453445047,NA,17.096666666666668,0.5631333333333334,11.600000000000001,157.6,17.902,5.40381,0.03468761469312284,0.03323719855642329
Erken,Summer,C,1,zoopl,Erken_Summer_C_1_zoopl,0.5658866080642332,10.666666666666666,3.1121423046022683,NA,NA,NA,NA,NA,124.38288263479151,0.517350326865102,17.096666666666668,0.5631333333333334,11.600000000000001,157.6,17.902,5.40381,0.03468761469312284,0.03323719855642329
Erken,Summer,C,10,bact,Erken_Summer_C_10_bact,0.6926383549899336,29.791666666666668,6.98751529895812,NA,NA,NA,NA,NA,NA,NA,21.398333333333333,0.58945,11.934999999999999,190,18.052,4.149255,0.03194408260843252,0.03196446637210199
Erken,Summer,C,10,phyto,Erken_Summer_C_10_phyto,0.6933055466126689,13.666666666666666,4.587350635303221,NA,NA,NA,NA,NA,28979696.19657385,NA,21.398333333333333,0.58945,11.934999999999999,190,18.052,4.149255,0.03194408260843252,0.03196446637210199
Erken,Summer,C,10,zoopl,Erken_Summer_C_10_zoopl,0.621314051589163,12,3.79353883440186,NA,NA,NA,NA,NA,110.90113923245397,0.496009456681622,21.398333333333333,0.58945,11.934999999999999,190,18.052,4.149255,0.03194408260843252,0.03196446637210199
Erken,Summer,C,16,bact,Erken_Summer_C_16_bact,0.7384085916998446,27.041666666666668,7.693156589426639,NA,NA,NA,NA,NA,NA,NA,18.643333333333334,0.5786833333333333,11.805,209,17.996,4.06281,0.03187272783897325,0.02972196815596609
Erken,Summer,C,16,phyto,Erken_Summer_C_16_phyto,0.7932577107488812,10.666666666666666,5.175817681791934,NA,NA,NA,NA,NA,55409578.062324695,NA,18.643333333333334,0.5786833333333333,11.805,209,17.996,4.06281,0.03187272783897325,0.02972196815596609
Erken,Summer,C,16,zoopl,Erken_Summer_C_16_zoopl,0.6303856128641727,11.666666666666666,3.5967643356938552,NA,NA,NA,NA,NA,108.50739110592147,0.523494113337857,18.643333333333334,0.5786833333333333,11.805,209,17.996,4.06281,0.03187272783897325,0.02972196815596609
Erken,Summer,C,7,bact,Erken_Summer_C_7_bact,0.6640956276285099,30.083333333333332,5.996205671140216,NA,NA,NA,NA,NA,NA,NA,19.756666666666668,0.59395,11.620000000000001,178.6,17.982,2.82384,0.031291870840709946,0.02576766182535413
Erken,Summer,C,7,phyto,Erken_Summer_C_7_phyto,0.639178352488305,10,2.94688767697787,NA,NA,NA,NA,NA,11809262.819843499,NA,19.756666666666668,0.59395,11.620000000000001,178.6,17.982,2.82384,0.031291870840709946,0.02576766182535413
Erken,Summer,C,7,zoopl,Erken_Summer_C_7_zoopl,0.6005571696624722,13.166666666666666,3.3147794008149583,NA,NA,NA,NA,NA,109.40706572261207,0.538077645833973,19.756666666666668,0.59395,11.620000000000001,178.6,17.982,2.82384,0.031291870840709946,0.02576766182535413
Erken,Summer,F,11,bact,Erken_Summer_F_11_bact,0.6979696135775252,31.333333333333332,7.537157223497033,-0.0268507839235171,-0.140442832097334,0.00319577297295329,-0.0285264599307682,1.71610417905798,NA,NA,18.226666666666667,0.5948333333333333,11.635,174.6,18,4.456815,0.0331005136966694,0.02982808335024694
Erken,Summer,F,11,phyto,Erken_Summer_F_11_phyto,0.7474753118736055,16.666666666666668,5.139005236973554,-0.752520676677702,-0.0141345904821579,-0.53657761757036,-0.130842349598466,6.73138650467546,21187493.784702312,NA,18.226666666666667,0.5948333333333333,11.635,174.6,18,4.456815,0.0331005136966694,0.02982808335024694
Erken,Summer,F,11,zoopl,Erken_Summer_F_11_zoopl,0.5653981153347115,11.333333333333334,3.1940383111090584,-1.93565041843913,-0.997437986047261,-0.528772893026921,-0.469063202531876,29.9386368816354,49.05181902853357,0.494609728748465,18.226666666666667,0.5948333333333333,11.635,174.6,18,4.456815,0.0331005136966694,0.02982808335024694
Erken,Summer,F,13,bact,Erken_Summer_F_13_bact,0.7213058507507941,30.833333333333332,8.460576724445662,-0.131381571565982,-0.0936070854386522,-0.109767994153835,-0.0151162751903406,2.63878453035201,NA,NA,18.381666666666668,0.5878833333333333,11.02,172.6,17.978,3.7546500000000003,0.03261293778964265,0.028159139788709597
Erken,Summer,F,13,phyto,Erken_Summer_F_13_phyto,0.7671096119621241,19.166666666666668,6.1194225877201145,-0.40882837405099,-0.0997760662916033,-0.28896388077268,-0.09260619293252,5.28935668021368,11333364.851674596,NA,18.381666666666668,0.5878833333333333,11.02,172.6,17.978,3.7546500000000003,0.03261293778964265,0.028159139788709597
Erken,Summer,F,13,zoopl,Erken_Summer_F_13_zoopl,0.5927409979251274,10.333333333333334,3.46303256163126,-1.13455565172962,-1.17114807027654,0.0673422888809749,-0.407243082328956,26.6864952312281,50.8560983556596,0.530165760452345,18.381666666666668,0.5878833333333333,11.02,172.6,17.978,3.7546500000000003,0.03261293778964265,0.028159139788709597
Erken,Summer,F,2,bact,Erken_Summer_F_2_bact,0.7092656809328015,31.291666666666668,8.610252470213847,-0.129014706555716,-0.0274143042050544,-0.0853913283586138,-0.0491787220030501,1.73356479414324,NA,NA,21.993333333333332,0.58085,11.825,160.4,17.924,4.19991,0.028159900978100352,0.025614091250369505
Erken,Summer,F,2,phyto,Erken_Summer_F_2_phyto,0.699621679874619,18.333333333333332,4.7126593270596215,-0.758408581518812,-0.0777067985326618,-0.619795060508856,-0.285534856665436,9.56093316682151,34137416.32342277,NA,21.993333333333332,0.58085,11.825,160.4,17.924,4.19991,0.028159900978100352,0.025614091250369505
Erken,Summer,F,2,zoopl,Erken_Summer_F_2_zoopl,0.6190336072139558,11,3.5029496623982563,-1.91684502695666,-0.411244898759895,-0.789401531202567,-0.577969725291203,25.2493216930504,62.381933738277446,0.565271256168772,21.993333333333332,0.58085,11.825,160.4,17.924,4.19991,0.028159900978100352,0.025614091250369505
Erken,Summer,F,8,bact,Erken_Summer_F_8_bact,0.6798358437703649,31.916666666666668,8.602296049967574,-0.36824439562155,-0.0863494071323676,-0.314554677757064,-0.124129446268357,5.61119407052666,NA,NA,18.759999999999998,0.5911166666666667,11.895,183,17.944,3.95775,0.032324017409964295,0.02900735371392648
Erken,Summer,F,8,phyto,Erken_Summer_F_8_phyto,0.6819312730068221,16,3.67459780978475,-0.668292734579596,-0.0380876794878554,-0.487883726905008,-0.171555640455963,7.57605406933774,44715088.834460385,NA,18.759999999999998,0.5911166666666667,11.895,183,17.944,3.95775,0.032324017409964295,0.02900735371392648
Erken,Summer,F,8,zoopl,Erken_Summer_F_8_zoopl,0.54812423936694,10.5,2.7692799240398367,-1.27539928685198,-0.561493576069274,-0.198540120784871,-0.459450017563769,16.1444764592118,75.51728115358925,0.684719934897217,18.759999999999998,0.5911166666666667,11.895,183,17.944,3.95775,0.032324017409964295,0.02900735371392648
Erken,Summer,FS,15,bact,Erken_Summer_FS_15_bact,0.7286943753721086,29.541666666666668,8.221913695332814,-0.118879115837652,-0.00959646088826066,-0.0758550005429638,-0.0200573273376841,3.57906366515453,NA,NA,17.576666666666668,0.5826833333333333,11.02,128.8,18.23,5.39616,0.03338254481869696,0.02863456094059525
Erken,Summer,FS,15,phyto,Erken_Summer_FS_15_phyto,0.770763236349907,15.833333333333334,5.839738105286607,-0.132560819208904,-0.43981645713194,0.373768224868353,-0.0783611713983829,6.33473421273119,17734394.88490858,NA,17.576666666666668,0.5826833333333333,11.02,128.8,18.23,5.39616,0.03338254481869696,0.02863456094059525
Erken,Summer,FS,15,zoopl,Erken_Summer_FS_15_zoopl,0.6271597115392649,10.666666666666666,3.8787843958638017,-1.5443098952657,-1.14913377769687,-0.0666880118892332,-0.54800057588013,28.9504508668208,51.4611993590923,0.579570906531491,17.576666666666668,0.5826833333333333,11.02,128.8,18.23,5.39616,0.03338254481869696,0.02863456094059525
